Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Civil_Twilight,Year,Month
MapQuest,3,2019-06-26 09:45:43,2019-06-26 10:31:12,40.848625,-74.352722,Parsippany,Morris,NJ,79.0,79.0,61.0,29.85,10.0,5.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-26 09:53:31,2019-06-26 10:54:41,40.275146,-74.706123,Lawrence Township,Mercer,NJ,79.0,79.0,54.0,29.82,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 10:04:07,2019-06-26 10:49:25,40.708,-74.248039,Union,Union,NJ,82.0,82.0,47.0,30.01,10.0,6.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-26 10:14:25,2019-06-26 10:43:58,40.642536,-74.644867,Bedminster,Somerset,NJ,79.0,79.0,58.0,29.92,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 10:15:37,2019-06-26 11:00:39,40.768955,-74.024261,Weehawken,Hudson,NJ,78.0,78.0,60.0,29.89,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 11:41:58,2019-06-26 13:12:07,40.841499,-74.823769,Hackettstown,Warren,NJ,82.0,,51.0,29.59,10.0,,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 11:47:08,2019-06-26 13:04:03,40.85516,-74.07682,Hasbrouck Heights,Bergen,NJ,85.0,85.0,40.0,30.0,10.0,12.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 11:47:26,2019-06-26 15:51:47,41.002410999999995,-74.111847,Ho Ho Kus,Bergen,NJ,85.0,85.0,40.0,30.0,10.0,12.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 11:58:16,2019-06-26 12:27:55,40.421894,-74.208267,Hazlet,Monmouth,NJ,83.0,83.0,40.0,30.01,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-26 13:20:32,2019-06-26 15:29:47,40.708,-74.248039,Union,Union,NJ,87.0,87.0,36.0,29.99,10.0,12.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 14:25:32,2019-06-26 15:39:58,40.722271,-74.147263,Newark,Essex,NJ,89.0,89.0,31.0,29.97,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 14:35:19,2019-06-26 15:49:54,40.879185,-73.980965,Englewood,Bergen,NJ,89.0,89.0,34.0,29.97,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 14:41:25,2019-06-26 17:41:01,40.79871,-74.189888,Bloomfield,Essex,NJ,89.0,89.0,34.0,29.97,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 15:57:46,2019-06-26 17:42:50,39.202946000000004,-74.70039399999999,Ocean View,Cape May,NJ,86.0,86.0,46.0,30.02,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-26 17:02:05,2019-06-26 19:01:09,40.202248,-74.635841,Trenton,Mercer,NJ,88.0,88.0,39.0,29.77,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 17:02:45,2019-06-26 19:07:42,40.539551,-74.515869,Somerset,Somerset,NJ,87.0,87.0,44.0,29.87,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 17:00:33,2019-06-26 18:14:44,40.81649,-74.112892,Rutherford,Bergen,NJ,89.0,89.0,36.0,29.96,10.0,10.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 17:15:10,2019-06-26 18:46:45,40.553841,-74.317871,Metuchen,Middlesex,NJ,88.0,88.0,34.0,29.96,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 17:31:09,2019-06-26 18:22:35,40.076778000000004,-74.156357,Brick,Ocean,NJ,88.0,88.0,37.0,29.85,10.0,7.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 17:42:47,2019-06-26 18:57:18,40.170513,-74.092598,Wall Township,Monmouth,NJ,88.0,88.0,37.0,29.85,10.0,7.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 18:43:44,2019-06-26 19:57:47,40.099059999999994,-74.141182,Brick,Ocean,NJ,82.0,82.0,60.0,29.88,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-26 19:10:20,2019-06-26 20:24:58,40.58242,-74.620285,Bridgewater,Somerset,NJ,85.0,85.0,49.0,29.88,9.0,3.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-26 21:48:08,2019-06-26 22:46:24,40.472023,-74.29689,South Amboy,Middlesex,NJ,83.0,83.0,46.0,30.01,10.0,3.0,0.0,Fair,Night,2019,6.0
MapQuest,2,2019-06-27 09:05:25,2019-06-27 10:21:03,40.883967999999996,-73.98119399999999,Englewood,Bergen,NJ,83.0,83.0,51.0,30.11,10.0,5.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 09:37:47,2019-06-27 10:06:44,40.527344,-74.29988900000001,Fords,Middlesex,NJ,83.0,83.0,46.0,30.11,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 10:25:41,2019-06-27 12:11:58,40.76899,-74.024338,Weehawken,Hudson,NJ,84.0,84.0,44.0,29.99,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 10:44:01,2019-06-27 12:34:44,40.880901,-73.96627,Englewood,Bergen,NJ,86.0,86.0,44.0,30.11,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 11:06:26,2019-06-27 12:22:23,40.80571,-74.30896800000001,Livingston,Essex,NJ,84.0,84.0,55.0,29.94,10.0,3.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 11:13:11,2019-06-27 13:58:59,40.872616,-73.98107900000001,Leonia,Bergen,NJ,86.0,86.0,44.0,30.11,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-27 11:17:26,2019-06-27 11:46:56,40.853355,-73.962723,Fort Lee,Bergen,NJ,86.0,86.0,44.0,30.11,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 11:18:24,2019-06-27 13:19:46,40.677212,-75.142448,Phillipsburg,Warren,NJ,85.0,85.0,43.0,29.75,10.0,3.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 11:45:14,2019-06-27 15:34:41,40.283485,-74.696617,Lawrence Township,Mercer,NJ,87.0,87.0,43.0,29.92,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-27 13:48:37,2019-06-27 15:03:05,40.868595,-74.05510699999999,Teterboro,Bergen,NJ,89.0,89.0,31.0,30.08,10.0,13.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 13:54:16,2019-06-27 15:08:12,40.135872,-74.715599,Bordentown,Burlington,NJ,88.0,88.0,36.0,29.9,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-27 14:44:58,2019-06-27 15:59:26,39.886359999999996,-75.104561,Gloucester City,Camden,NJ,91.0,91.0,28.0,30.12,10.0,7.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 14:41:48,2019-06-27 16:14:43,40.132847,-74.72189300000001,Bordentown,Burlington,NJ,89.0,89.0,36.0,29.89,10.0,6.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 14:46:33,2019-06-27 17:04:01,40.776428,-74.04091600000001,North Bergen,Hudson,NJ,87.0,87.0,32.0,29.97,10.0,5.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 15:34:51,2019-06-27 18:26:02,40.772621,-74.04212199999999,North Bergen,Hudson,NJ,87.0,87.0,33.0,29.96,10.0,5.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 16:06:04,2019-06-27 18:22:33,40.626948999999996,-74.304375,Clark,Union,NJ,90.0,90.0,32.0,30.08,10.0,5.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-27 16:36:55,2019-06-27 18:26:00,40.901634,-74.13700899999999,Paterson,Passaic,NJ,90.0,90.0,28.0,30.07,10.0,3.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 16:48:49,2019-06-27 18:22:26,40.80859,-74.181511,Bloomfield,Essex,NJ,90.0,90.0,28.0,30.07,10.0,3.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 16:50:20,2019-06-27 18:22:30,40.893738,-74.12640400000001,Elmwood Park,Bergen,NJ,90.0,90.0,28.0,30.07,10.0,3.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 17:07:40,2019-06-27 18:22:04,40.550491,-74.32159399999999,Iselin,Middlesex,NJ,89.0,89.0,31.0,30.07,10.0,0.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 17:11:58,2019-06-27 18:26:28,39.988052,-74.20993,Toms River,Ocean,NJ,91.0,91.0,29.0,30.02,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 17:50:25,2019-06-27 19:08:39,40.421894,-74.208267,Hazlet,Monmouth,NJ,89.0,89.0,32.0,30.08,10.0,9.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 18:03:39,2019-06-27 19:48:13,40.515221000000004,-74.374847,Edison,Middlesex,NJ,89.0,89.0,32.0,30.08,10.0,9.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-27 18:07:45,2019-06-27 19:22:14,40.770626,-74.23511500000001,Orange,Essex,NJ,90.0,90.0,33.0,30.07,10.0,13.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-27 18:10:17,2019-06-27 19:24:10,40.533226,-74.37640400000001,Edison,Middlesex,NJ,89.0,89.0,32.0,30.08,10.0,6.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 18:18:50,2019-06-27 19:33:22,40.659386,-74.286926,Cranford,Union,NJ,89.0,89.0,32.0,30.08,10.0,6.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 18:42:08,2019-06-27 19:56:43,40.75819,-74.166473,Newark,Essex,NJ,88.0,88.0,32.0,30.07,10.0,5.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-27 19:07:14,2019-06-27 20:51:50,40.217327000000004,-74.75762900000001,Trenton,Mercer,NJ,87.0,87.0,36.0,29.88,10.0,5.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-27 21:27:30,2019-06-27 22:42:00,40.275146,-74.706123,Lawrence Township,Mercer,NJ,77.0,77.0,62.0,29.89,10.0,6.0,0.0,Fair,Night,2019,6.0
MapQuest,3,2019-06-28 04:02:03,2019-06-28 05:57:52,40.349075,-74.476242,Monroe Township,Middlesex,NJ,67.0,67.0,90.0,29.91,10.0,3.0,0.0,Fair,Night,2019,6.0
MapQuest,2,2019-06-28 07:22:19,2019-06-28 08:38:50,40.792301,-74.476341,Morristown,Morris,NJ,70.0,70.0,88.0,29.99,10.0,0.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-28 09:49:21,2019-06-28 10:34:44,40.806492,-75.04203000000001,Belvidere,Warren,NJ,79.0,79.0,66.0,29.75,10.0,3.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-28 10:31:09,2019-06-28 11:31:41,40.71685,-75.083946,Stewartsville,Warren,NJ,84.0,84.0,49.0,29.77,10.0,6.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-28 10:28:52,2019-06-28 12:00:10,40.908497,-74.17388199999999,Paterson,Passaic,NJ,87.0,87.0,41.0,30.0,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-28 10:35:11,2019-06-28 11:04:37,40.667198,-74.180389,Elizabeth,Union,NJ,87.0,87.0,36.0,30.15,10.0,6.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-28 10:52:28,2019-06-28 11:37:40,40.824009000000004,-74.834,Hackettstown,Warren,NJ,83.0,83.0,47.0,29.74,10.0,5.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 10:54:00,2019-06-28 11:54:31,40.79871,-74.189888,Bloomfield,Essex,NJ,91.0,91.0,34.0,30.16,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 13:08:18,2019-06-28 14:22:28,40.468154999999996,-74.292282,South Amboy,Middlesex,NJ,89.0,89.0,31.0,30.14,10.0,0.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-28 13:16:04,2019-06-28 17:11:50,40.641228000000005,-74.645523,Bedminster,Somerset,NJ,90.0,90.0,37.0,30.03,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 14:23:25,2019-06-28 16:15:15,40.81649,-74.112892,Rutherford,Bergen,NJ,89.0,89.0,36.0,30.11,10.0,6.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-28 14:46:07,2019-06-28 17:02:17,40.556667,-74.435936,Piscataway,Middlesex,NJ,90.0,90.0,40.0,30.01,9.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-28 14:58:22,2019-06-28 16:29:01,40.232815,-74.699722,Trenton,Mercer,NJ,88.0,88.0,43.0,29.9,10.0,0.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-28 15:37:06,2019-06-28 16:51:19,39.878281,-75.102913,Mount Ephraim,Camden,NJ,92.0,92.0,41.0,30.09,10.0,7.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-28 15:41:30,2019-06-28 17:14:20,40.751633,-74.18878199999999,Newark,Essex,NJ,87.0,87.0,39.0,30.09,10.0,7.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-28 15:59:54,2019-06-28 17:14:26,41.022678000000006,-74.224808,Oakland,Bergen,NJ,92.0,92.0,35.0,29.93,10.0,5.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-28 16:39:01,2019-06-28 18:16:37,40.767174,-74.021164,Weehawken,Hudson,NJ,86.0,86.0,46.0,29.96,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 17:43:28,2019-06-28 19:29:27,40.581146000000004,-74.330925,Iselin,Middlesex,NJ,88.0,88.0,36.0,30.08,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-28 17:40:59,2019-06-28 18:55:33,40.892056,-74.075508,Lodi,Bergen,NJ,89.0,89.0,40.0,30.06,10.0,10.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 17:49:46,2019-06-28 19:49:25,40.679146,-74.278343,Kenilworth,Union,NJ,88.0,88.0,36.0,30.08,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 18:24:22,2019-06-28 20:23:43,40.901634,-74.13700899999999,Paterson,Passaic,NJ,85.0,85.0,41.0,30.08,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 18:31:10,2019-06-28 19:45:50,40.694424,-74.26123,Union,Union,NJ,86.0,86.0,40.0,30.08,10.0,9.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-28 19:15:43,2019-06-28 20:29:46,40.642002000000005,-74.288857,Cranford,Union,NJ,85.0,85.0,37.0,30.08,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-28 19:19:53,2019-06-28 20:34:14,39.861031,-75.07431,Runnemede,Camden,NJ,82.0,82.0,67.0,30.1,5.0,16.0,0.02,Heavy T-Storm,Day,2019,6.0
MapQuest,2,2019-06-28 19:50:50,2019-06-28 21:05:14,39.830341,-74.926857,Voorhees,Camden,NJ,82.0,82.0,62.0,30.06,10.0,0.0,0.0,Thunder in the Vicinity,Day,2019,6.0
MapQuest,3,2019-06-28 20:43:10,2019-06-28 21:42:14,40.702583000000004,-74.067635,Jersey City,Hudson,NJ,82.0,82.0,42.0,29.98,10.0,6.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-28 22:45:54,2019-06-28 23:15:03,40.059036,-74.165359,Lakewood,Ocean,NJ,75.0,75.0,71.0,29.97,10.0,5.0,0.0,Partly Cloudy,Night,2019,6.0
MapQuest,2,2019-06-29 08:29:04,2019-06-29 09:59:41,39.754967,-75.27628299999999,Swedesboro,Gloucester,NJ,80.0,80.0,69.0,30.05,10.0,7.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-29 09:24:19,2019-06-29 10:08:51,40.691238,-74.267342,Union,Union,NJ,85.0,85.0,61.0,30.0,10.0,7.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-29 09:36:46,2019-06-29 11:21:13,39.754967,-75.27628299999999,Swedesboro,Gloucester,NJ,83.0,83.0,63.0,30.04,10.0,7.0,0.0,Partly Cloudy,Day,2019,6.0
MapQuest,2,2019-06-29 10:40:04,2019-06-29 12:09:21,39.202946000000004,-74.70039399999999,Ocean View,Cape May,NJ,85.0,85.0,65.0,30.04,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-29 10:53:53,2019-06-29 13:38:29,40.476803000000004,-74.406029,East Brunswick,Middlesex,NJ,85.0,85.0,57.0,29.99,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-29 10:58:10,2019-06-29 14:00:16,40.640858,-74.20657299999999,Elizabeth,Union,NJ,85.0,85.0,57.0,29.99,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-29 13:17:16,2019-06-29 14:47:10,40.847252000000005,-74.017059,Ridgefield Park,Bergen,NJ,91.0,91.0,36.0,29.94,10.0,7.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-29 17:07:33,2019-06-29 17:55:39,40.916824,-74.813194,Hackettstown,Warren,NJ,80.0,80.0,64.0,29.45,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-29 23:57:03,2019-06-30 00:56:44,40.462134999999996,-74.45500200000001,North Brunswick,Middlesex,NJ,69.0,69.0,93.0,29.75,7.0,0.0,0.0,Fair,Night,2019,6.0
MapQuest,2,2019-06-30 00:51:22,2019-06-30 01:20:37,40.708,-74.248039,Union,Union,NJ,73.0,73.0,87.0,29.82,10.0,10.0,0.0,Mostly Cloudy,Night,2019,6.0
MapQuest,3,2019-06-30 03:39:55,2019-06-30 05:11:20,40.641373,-74.208275,Elizabeth,Union,NJ,72.0,72.0,82.0,29.79,10.0,6.0,0.0,Partly Cloudy,Night,2019,6.0
MapQuest,2,2019-06-30 07:06:20,2019-06-30 08:36:37,40.626948999999996,-74.304375,Clark,Union,NJ,73.0,73.0,79.0,29.79,10.0,10.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-30 12:50:55,2019-06-30 15:34:35,40.388359,-74.17734499999999,Holmdel,Monmouth,NJ,84.0,84.0,46.0,29.59,10.0,14.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-30 13:30:41,2019-06-30 14:15:14,40.797577000000004,-74.252686,West Orange,Essex,NJ,85.0,85.0,34.0,29.54,10.0,13.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-30 14:10:40,2019-06-30 16:27:42,39.6619,-74.96468399999999,Williamstown,Gloucester,NJ,86.0,86.0,36.0,29.77,10.0,24.0,0.0,Partly Cloudy / Windy,Day,2019,6.0
MapQuest,2,2019-06-30 22:38:50,2019-06-30 23:08:18,39.988052,-74.20993,Toms River,Ocean,NJ,70.0,70.0,59.0,29.79,10.0,6.0,0.0,Fair,Night,2019,6.0
MapQuest,2,2019-05-31 05:18:49,2019-05-31 06:44:09,40.641373,-74.208275,Elizabeth,Union,NJ,63.0,63.0,96.0,29.68,7.0,0.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 05:35:30,2019-05-31 06:23:05,40.677212,-75.142448,Phillipsburg,Warren,NJ,62.0,62.0,90.0,29.33,10.0,6.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 05:52:42,2019-05-31 07:40:10,40.094551,-74.758179,Columbus,Burlington,NJ,65.0,65.0,100.0,29.57,10.0,3.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 07:29:55,2019-05-31 08:33:44,40.752842,-74.118874,Kearny,Hudson,NJ,69.0,69.0,81.0,29.72,10.0,6.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 08:10:58,2019-05-31 09:29:39,40.693958,-74.262825,Union,Union,NJ,69.0,69.0,81.0,29.72,10.0,6.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 09:06:28,2019-05-31 11:39:56,39.828998999999996,-75.10417199999999,Woodbury,Gloucester,NJ,72.0,72.0,64.0,29.79,10.0,12.0,0.0,Partly Cloudy,Day,2019,5.0
MapQuest,2,2019-05-31 09:37:05,2019-05-31 11:08:49,40.837132000000004,-74.825027,Hackettstown,Warren,NJ,71.0,71.0,70.0,29.33,10.0,5.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 09:53:05,2019-05-31 11:24:18,40.843739,-74.463661,Morris Plains,Morris,NJ,72.0,72.0,78.0,29.59,10.0,8.0,0.0,Partly Cloudy,Day,2019,5.0
MapQuest,2,2019-05-31 10:02:15,2019-05-31 11:18:28,40.70179,-74.092461,Jersey City,Hudson,NJ,71.0,71.0,68.0,29.63,10.0,0.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 10:19:49,2019-05-31 10:49:37,39.928146000000005,-75.055504,Cherry Hill,Camden,NJ,73.0,73.0,68.0,29.73,10.0,8.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 11:02:16,2019-05-31 12:48:16,40.777309,-75.045578,Washington,Warren,NJ,75.0,75.0,57.0,29.67,10.0,8.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 11:18:30,2019-05-31 12:48:38,40.698811,-75.166313,Phillipsburg,Warren,NJ,74.0,74.0,59.0,29.4,10.0,7.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 11:51:09,2019-05-31 13:20:54,40.987499,-74.978477,Blairstown,Warren,NJ,76.0,76.0,60.0,29.34,10.0,3.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 13:21:56,2019-05-31 13:51:27,39.906517,-74.977242,Cherry Hill,Camden,NJ,78.0,78.0,54.0,29.75,10.0,8.0,0.0,Fair,Day,2019,5.0
MapQuest,2,2019-05-31 13:23:38,2019-05-31 13:53:14,40.49984,-74.407021,Edison,Middlesex,NJ,78.0,78.0,49.0,29.77,10.0,0.0,0.0,Fair,Day,2019,5.0
MapQuest,3,2019-05-31 13:50:25,2019-05-31 15:34:35,39.934711,-74.968292,Mount Laurel,Burlington,NJ,79.0,79.0,52.0,29.73,10.0,5.0,0.0,Mostly Cloudy,Day,2019,5.0
MapQuest,2,2019-05-31 13:54:07,2019-05-31 15:08:38,40.754082000000004,-74.117409,Kearny,Hudson,NJ,80.0,,45.0,29.75,10.0,,0.0,Partly Cloudy,Day,2019,5.0
MapQuest,2,2019-05-31 13:59:23,2019-05-31 14:44:00,39.836864,-75.092178,Woodbury,Gloucester,NJ,80.0,80.0,45.0,29.79,10.0,5.0,0.0,Partly Cloudy,Day,2019,5.0
MapQuest,3,2019-05-31 17:31:55,2019-05-31 18:01:26,39.897228000000005,-75.092567,Audubon,Camden,NJ,81.0,81.0,41.0,29.77,10.0,10.0,0.0,Mostly Cloudy,Day,2019,5.0
MapQuest,2,2019-05-31 21:04:34,2019-05-31 23:19:02,40.240829,-74.085426,Neptune,Monmouth,NJ,69.0,69.0,84.0,29.65,9.0,6.0,0.0,Fair,Night,2019,5.0
MapQuest,2,2019-05-31 21:22:13,2019-05-31 22:36:52,40.524871999999995,-74.24678,Perth Amboy,Middlesex,NJ,73.0,73.0,55.0,29.78,10.0,0.0,0.0,Fair,Night,2019,5.0
MapQuest,3,2019-05-31 21:28:39,2019-05-31 22:42:29,40.851734,-73.952675,Fort Lee,Bergen,NJ,73.0,73.0,57.0,29.79,10.0,6.0,0.0,Fair,Night,2019,5.0
MapQuest,3,2019-05-31 22:43:00,2019-05-31 23:27:26,40.637386,-74.89874300000001,Clinton,Hunterdon,NJ,63.0,63.0,90.0,29.68,7.0,0.0,0.0,Fair,Night,2019,5.0
MapQuest,2,2019-06-01 00:00:41,2019-06-01 01:15:17,40.731934,-74.221436,Irvington,Essex,NJ,68.0,68.0,70.0,29.79,10.0,0.0,0.0,Fair,Night,2019,6.0
MapQuest,3,2019-06-01 07:09:29,2019-06-01 08:23:57,40.731937,-74.12494699999999,Newark,Essex,NJ,65.0,65.0,75.0,29.83,10.0,9.0,0.0,Cloudy,Day,2019,6.0
MapQuest,3,2019-06-01 07:35:22,2019-06-01 08:19:16,40.857166,-73.968475,Fort Lee,Bergen,NJ,64.0,64.0,75.0,29.84,10.0,6.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-01 09:45:47,2019-06-01 12:01:28,40.857166,-73.968475,Fort Lee,Bergen,NJ,69.0,69.0,63.0,29.85,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-01 11:19:11,2019-06-01 14:27:13,38.966366,-74.84540600000001,Wildwood,Cape May,NJ,77.0,77.0,62.0,29.82,10.0,8.0,0.0,Fair,Day,2019,6.0
MapQuest,3,2019-06-01 12:43:03,2019-06-01 13:57:22,40.847252000000005,-74.017059,Ridgefield Park,Bergen,NJ,77.0,77.0,45.0,29.85,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-01 13:29:44,2019-06-01 14:44:11,39.753788,-75.275925,Swedesboro,Gloucester,NJ,81.0,81.0,45.0,29.79,10.0,5.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-01 13:57:11,2019-06-01 15:29:25,40.754082000000004,-74.117409,Kearny,Hudson,NJ,78.0,78.0,40.0,29.79,10.0,6.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-01 14:08:41,2019-06-01 16:10:37,40.477798,-74.29079399999999,South Amboy,Middlesex,NJ,77.0,77.0,38.0,29.79,10.0,0.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-01 15:45:21,2019-06-01 16:14:22,40.183273,-74.026726,Belmar,Monmouth,NJ,71.0,71.0,68.0,29.65,10.0,7.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-01 18:52:33,2019-06-01 19:37:24,40.768456,-74.02314799999999,Weehawken,Hudson,NJ,70.0,70.0,68.0,29.63,10.0,3.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-01 19:08:28,2019-06-01 20:09:45,40.732459999999996,-74.221352,Irvington,Essex,NJ,73.0,73.0,55.0,29.75,10.0,7.0,0.0,Mostly Cloudy,Day,2019,6.0
MapQuest,3,2019-06-01 19:19:59,2019-06-01 20:04:27,40.854328,-73.966949,Fort Lee,Bergen,NJ,73.0,73.0,59.0,29.76,10.0,9.0,0.0,Fair,Day,2019,6.0
MapQuest,2,2019-06-01 22:29:46,2019-06-01 22:58:51,39.75592,-75.12957,Sewell,Gloucester,NJ,74.0,74.0,57.0,29.8,10.0,9.0,0.0,Cloudy,Night,2019,6.0
